Molcode   Qmax   Concentration   Correlations 
AlHexafluorophosphate_R  7.796  0.5  0.04238 -0.21697 -0.01866 0.03102 0.00453 -0.00433 -0.00092 0.00059 0.00017 -0.00008 -0.00003 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
AlHexafluorophosphate_R  6.605  0.5  0.01572 -0.18814 -0.00938 0.03721 0.00311 -0.00732 -0.00086 0.00143 0.00022 -0.00028 -0.00005 0.00005 0.00001 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
AlHexafluorophosphate_R  6.723  0.5  -0.03708 -0.07587 0.01217 0.00730 -0.00214 -0.00060 0.00031 0.00004 -0.00004 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
AlNorbornene  6.431  0.5  0.07067 -0.08194 -0.02046 0.00534 0.00300 -0.00008 -0.00033 -0.00004 0.00003 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000
AlNorbornene  7.667  0.5  0.00651 -0.08961 -0.00215 0.00983 0.00039 -0.00108 -0.00006 0.00012 0.00001 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
AlNorbornene  7.530  0.5  -0.11181 -0.32346 0.12707 0.09719 -0.07560 -0.01968 0.03528 -0.00110 -0.01385 0.00396 0.00454 -0.00274 -0.00112 0.00138 0.00010 -0.00058 0.00011 0.00020 -0.00010 -0.00006
AlNorbornene  6.381  0.5  -0.22509 -0.28358 0.15895 0.02339 -0.05165 0.01127 0.01031 -0.00663 -0.00056 0.00201 -0.00054 -0.00037 0.00027 0.00001 -0.00008 0.00002 0.00001 -0.00001 0.00000 0.00000
AlNorbornene  6.340  0.5  -0.00837 -0.08981 0.00246 0.00876 -0.00040 -0.00085 0.00005 0.00008 -0.00001 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlNorbornene  7.784  0.5  0.25013 -0.22039 -0.19787 -0.02281 0.05738 0.03679 -0.00147 -0.01354 -0.00630 0.00154 0.00297 0.00096 -0.00055 -0.00061 -0.00011 0.00015 0.00012 0.00001 -0.00004 -0.00002
AlNorbornene  7.232  0.5  -0.19272 -0.10587 0.05165 -0.00218 -0.00534 0.00174 0.00013 -0.00024 0.00005 0.00001 -0.00001 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
AlNorbornene  7.909  0.5  -0.01921 -0.16830 0.00970 0.02803 -0.00271 -0.00462 0.00063 0.00076 -0.00014 -0.00012 0.00003 0.00002 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlNorbornene  6.887  0.5  0.03696 -0.32672 -0.02932 0.08503 0.01286 -0.02182 -0.00472 0.00551 0.00158 -0.00137 -0.00050 0.00033 0.00015 -0.00008 -0.00005 0.00002 0.00001 -0.00000 -0.00000 0.00000
AlNorbornene  6.236  0.5  0.00329 -0.10988 -0.00167 0.01863 0.00047 -0.00316 -0.00011 0.00053 0.00002 -0.00009 -0.00001 0.00002 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
AlNorbornene  7.582  0.5  -0.02282 -0.20910 0.00969 0.02934 -0.00228 -0.00409 0.00045 0.00057 -0.00008 -0.00008 0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlNorbornene  6.578  0.5  -0.04655 -0.18979 0.02557 0.03297 -0.00769 -0.00544 0.00191 0.00084 -0.00043 -0.00012 0.00009 0.00001 -0.00002 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
AlNorbornene  6.947  0.5  0.10311 -0.18898 -0.08724 0.03318 0.03678 0.00045 -0.01129 -0.00344 0.00250 0.00180 -0.00025 -0.00063 -0.00011 0.00016 0.00008 -0.00003 -0.00003 -0.00000 0.00001 0.00000
AlNorbornene  6.952  0.5  0.24114 -0.40269 -0.31761 0.05530 0.19035 0.06282 -0.06804 -0.06505 0.00388 0.03541 0.01499 -0.01107 -0.01305 -0.00055 0.00647 0.00339 -0.00171 -0.00257 -0.00035 0.00116
AlNorbornene_R  6.275  0.5  -0.01433 -0.13873 0.00492 0.01577 -0.00094 -0.00178 0.00015 0.00020 -0.00002 -0.00002 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlNorbornene_R  6.617  0.5  0.09779 -0.09001 -0.04893 0.00230 0.01062 0.00298 -0.00118 -0.00098 -0.00008 0.00017 0.00007 -0.00001 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000
AlNorbornene_R  7.729  0.5  -0.16585 -0.23311 0.08507 0.02437 -0.02167 0.00040 0.00400 -0.00100 -0.00052 0.00031 0.00003 -0.00006 0.00001 0.00001 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000
AlNorbornene_R  7.206  0.5  -0.02603 -0.08817 0.00731 0.00794 -0.00113 -0.00069 0.00014 0.00006 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000
AlNorbornene_R  6.086  0.5  -0.21107 -0.25310 0.23185 -0.00679 -0.10315 0.05800 0.01664 -0.03556 0.01126 0.01039 -0.01071 0.00091 0.00445 -0.00279 -0.00056 0.00158 -0.00058 -0.00042 0.00049 -0.00007
AlNorbornene_R  6.749  0.5  0.06699 -0.17613 -0.02644 0.02113 0.00565 -0.00229 -0.00099 0.00021 0.00015 -0.00001 -0.00002 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
AlNorbornene_R  7.556  0.5  0.07675 -0.34150 -0.07115 0.09790 0.03589 -0.02593 -0.01488 0.00613 0.00554 -0.00117 -0.00191 0.00011 0.00062 0.00005 -0.00019 -0.00004 0.00005 0.00002 -0.00001 -0.00001
AlNorbornene_R  7.553  0.5  0.18328 -0.29793 -0.27611 0.02700 0.18196 0.08461 -0.06310 -0.08618 -0.00964 0.04676 0.03178 -0.01065 -0.02513 -0.00750 0.01104 0.01066 -0.00076 -0.00687 -0.00335 0.00230
AlNorbornene_R  7.358  0.5  0.11244 -0.05303 -0.02651 -0.00185 0.00226 0.00082 -0.00001 -0.00009 -0.00002 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000
AlNorbornene_R  6.895  0.5  0.14016 -0.22519 -0.09156 0.03044 0.02979 0.00036 -0.00705 -0.00190 0.00120 0.00077 -0.00009 -0.00021 -0.00003 0.00004 0.00002 -0.00001 -0.00001 -0.00000 0.00000 0.00000
AlNorbornene_R  7.550  0.5  0.02146 -0.30658 -0.01616 0.07651 0.00675 -0.01900 -0.00236 0.00469 0.00076 -0.00115 -0.00023 0.00028 0.00007 -0.00007 -0.00002 0.00002 0.00001 -0.00000 -0.00000 0.00000
AlNorbornene_R  6.949  0.5  -0.15009 -0.41867 0.14222 0.10765 -0.07098 -0.02009 0.02800 0.00049 -0.00941 0.00191 0.00270 -0.00123 -0.00063 0.00055 0.00009 -0.00020 0.00002 0.00006 -0.00002 -0.00002
AlNorbornene_R  7.351  0.5  0.05028 -0.18121 -0.02386 0.02704 0.00619 -0.00381 -0.00133 0.00050 0.00026 -0.00006 -0.00005 0.00001 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
AlNorbornene_R  7.633  0.5  0.09189 -0.36251 -0.15386 0.16903 0.13653 -0.06090 -0.09652 0.00885 0.05878 0.01108 -0.03124 -0.01511 0.01406 0.01270 -0.00469 -0.00871 0.00033 0.00517 0.00124 -0.00268
AlMagicAcid  6.292  0.5  0.24916 -0.21042 -0.31998 -0.11601 0.11119 0.15924 0.05366 -0.05849 -0.07914 -0.02464 0.03065 0.03928 0.01121 -0.01600 -0.01947 -0.00505 0.00833 0.00963 0.00224 -0.00432
AlMagicAcid  6.521  0.5  0.12909 -0.16410 -0.09262 0.01380 0.03059 0.00671 -0.00622 -0.00401 0.00035 0.00124 0.00033 -0.00023 -0.00017 0.00001 0.00005 0.00002 -0.00001 -0.00001 -0.00000 0.00000
AlMagicAcid  7.167  0.5  -0.01467 -0.27549 0.01006 0.06281 -0.00383 -0.01428 0.00122 0.00324 -0.00036 -0.00073 0.00010 0.00017 -0.00003 -0.00004 0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000
AlMagicAcid  6.692  0.5  -0.01766 -0.22409 0.01751 0.07334 -0.00962 -0.02380 0.00442 0.00766 -0.00186 -0.00244 0.00074 0.00077 -0.00029 -0.00024 0.00011 0.00007 -0.00004 -0.00002 0.00001 0.00001
AlMagicAcid  7.730  0.5  -0.02909 -0.34823 0.02963 0.11693 -0.01671 -0.03888 0.00789 0.01280 -0.00341 -0.00417 0.00140 0.00134 -0.00055 -0.00042 0.00021 0.00013 -0.00008 -0.00004 0.00003 0.00001
AlMagicAcid  7.254  0.5  -0.10396 -0.21987 0.11988 0.05189 -0.06872 0.00169 0.02855 -0.01056 -0.00847 0.00740 0.00104 -0.00349 0.00076 0.00122 -0.00074 -0.00026 0.00041 -0.00003 -0.00016 0.00007
AlMagicAcid  7.627  0.5  -0.03888 -0.64831 0.06571 0.36176 -0.06152 -0.20018 0.04826 0.10981 -0.03467 -0.05969 0.02361 0.03212 -0.01550 -0.01710 0.00991 0.00899 -0.00620 -0.00466 0.00382 0.00237
AlMagicAcid  7.586  0.5  -0.11443 -0.20490 0.06933 0.02956 -0.02150 -0.00177 0.00506 -0.00071 -0.00095 0.00036 0.00013 -0.00011 -0.00000 0.00002 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
AlMagicAcid  7.808  0.5  0.11909 -0.72370 -0.21615 0.40462 0.21327 -0.20802 -0.17276 0.09451 0.12537 -0.03370 -0.08411 0.00426 0.05281 0.00777 -0.03110 -0.01093 0.01707 0.01012 -0.00855 -0.00794
AlMagicAcid  7.676  0.5  0.38953 -0.27790 -0.27306 -0.05304 0.06109 0.04940 0.00607 -0.01290 -0.00876 -0.00040 0.00264 0.00152 -0.00006 -0.00053 -0.00026 0.00004 0.00010 0.00004 -0.00001 -0.00002
AlMagicAcid  7.376  0.5  0.37058 -0.24780 -0.37406 -0.14723 0.08504 0.13874 0.05816 -0.02893 -0.05137 -0.02286 0.00974 0.01899 0.00894 -0.00323 -0.00701 -0.00348 0.00106 0.00258 0.00135 -0.00034
AlMagicAcid  7.302  0.5  0.07440 -0.43019 -0.14072 0.24758 0.14422 -0.12886 -0.12092 0.05719 0.09043 -0.01747 -0.06217 -0.00211 0.03971 0.00992 -0.02351 -0.01147 0.01272 0.01015 -0.00603 -0.00785
AlMagicAcid  6.028  0.5  0.06085 -0.09332 -0.01590 0.00675 0.00220 -0.00037 -0.00024 0.00001 0.00002 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
AlMagicAcid  6.199  0.5  0.17143 -0.09763 -0.03956 -0.00004 0.00377 0.00090 -0.00015 -0.00012 -0.00001 0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
AlMagicAcid_R  6.278  0.5  -0.02173 -0.19617 0.01496 0.04443 -0.00570 -0.00995 0.00182 0.00220 -0.00053 -0.00048 0.00015 0.00010 -0.00004 -0.00002 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlMagicAcid_R  7.430  0.5  -0.11988 -0.57032 0.14521 0.21126 -0.09543 -0.07127 0.05138 0.02082 -0.02472 -0.00446 0.01096 0.00000 -0.00453 0.00076 0.00174 -0.00061 -0.00062 0.00035 0.00020 -0.00018
AlMagicAcid_R  7.103  0.5  0.10216 -0.09292 -0.03667 0.00406 0.00609 0.00091 -0.00063 -0.00028 0.00002 0.00004 0.00001 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlMagicAcid_R  6.836  0.5  -0.18066 -0.15238 0.06556 0.00482 -0.01066 0.00208 0.00099 -0.00056 0.00000 0.00008 -0.00002 -0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000
AlMagicAcid_R  6.280  0.5  -0.04371 -0.08978 0.01877 0.01085 -0.00428 -0.00104 0.00078 0.00005 -0.00012 0.00001 0.00002 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000
AlMagicAcid_R  6.528  0.5  0.09664 -0.09752 -0.04744 0.00478 0.01055 0.00220 -0.00138 -0.00083 0.00002 0.00017 0.00005 -0.00002 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000
AlMagicAcid_R  6.720  0.5  -0.22031 -0.14493 0.07877 -0.00264 -0.01113 0.00388 0.00048 -0.00074 0.00016 0.00006 -0.00004 0.00000 0.00001 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
AlMagicAcid_R  7.650  0.5  -0.22289 -0.22208 0.18765 -0.01124 -0.06191 0.03404 0.00572 -0.01499 0.00521 0.00285 -0.00325 0.00055 0.00090 -0.00063 -0.00002 0.00024 -0.00011 -0.00003 0.00005 -0.00001
AlMagicAcid_R  6.125  0.5  -0.09393 -0.16094 0.03150 0.01485 -0.00558 -0.00103 0.00079 0.00002 -0.00009 0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
AlMagicAcid_R  7.243  0.5  -0.09431 -0.67402 0.18105 0.40627 -0.18993 -0.23054 0.16449 0.12074 -0.12844 -0.05573 0.09344 0.01965 -0.06427 -0.00137 0.04205 -0.00658 -0.02618 0.00893 0.01545 -0.00855
AlMagicAcid_R  6.686  0.5  0.22026 -0.16605 -0.11759 -0.00870 0.02374 0.01153 -0.00087 -0.00302 -0.00101 0.00029 0.00035 0.00007 -0.00005 -0.00004 -0.00000 0.00001 0.00000 -0.00000 -0.00000 -0.00000
AlMagicAcid_R  6.121  0.5  0.09621 -0.37337 -0.10572 0.12141 0.06249 -0.03425 -0.02997 0.00737 0.01269 -0.00043 -0.00487 -0.00074 0.00170 0.00060 -0.00053 -0.00032 0.00014 0.00015 -0.00003 -0.00006
AlMagicAcid_R  6.470  0.5  -0.10809 -0.23640 0.08505 0.04653 -0.03461 -0.00502 0.01086 -0.00111 -0.00279 0.00096 0.00056 -0.00040 -0.00006 0.00013 -0.00001 -0.00003 0.00001 0.00001 -0.00000 -0.00000
AlMagicAcid_R  7.895  0.5  -0.02661 -0.20698 0.01161 0.02976 -0.00281 -0.00424 0.00057 0.00060 -0.00011 -0.00008 0.00002 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlAmmonium  6.465  0.5  0.10045 -0.06065 -0.02541 0.00009 0.00268 0.00065 -0.00012 -0.00010 -0.00001 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
AlAmmonium  6.096  0.5  0.02622 -0.35419 -0.02083 0.09313 0.00917 -0.02434 -0.00339 0.00632 0.00115 -0.00163 -0.00037 0.00042 0.00011 -0.00011 -0.00003 0.00003 0.00001 -0.00001 -0.00000 0.00000
AlAmmonium  7.204  0.5  -0.01173 -0.24678 0.01362 0.09515 -0.00878 -0.03656 0.00475 0.01399 -0.00236 -0.00534 0.00111 0.00203 -0.00050 -0.00077 0.00022 0.00029 -0.00010 -0.00011 0.00004 0.00004
AlAmmonium  6.831  0.5  0.21174 -0.06339 -0.03899 -0.00606 0.00176 0.00110 0.00017 -0.00005 -0.00003 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
AlAmmonium  7.502  0.5  0.04851 -0.38400 -0.04244 0.10956 0.02050 -0.03064 -0.00827 0.00838 0.00304 -0.00224 -0.00106 0.00058 0.00035 -0.00014 -0.00011 0.00003 0.00004 -0.00001 -0.00001 0.00000
AlAmmonium  6.852  0.5  0.20843 -0.22410 -0.10742 0.01344 0.02547 0.00477 -0.00371 -0.00204 0.00014 0.00045 0.00010 -0.00006 -0.00004 0.00000 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000
AlAmmonium  6.766  0.5  -0.02227 -0.20510 0.01691 0.05121 -0.00711 -0.01263 0.00250 0.00307 -0.00080 -0.00074 0.00024 0.00017 -0.00007 -0.00004 0.00002 0.00001 -0.00001 -0.00000 0.00000 0.00000
AlAmmonium  6.672  0.5  -0.13207 -0.10288 0.04018 0.00285 -0.00550 0.00096 0.00043 -0.00022 -0.00000 0.00003 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000
AlAmmonium  6.950  0.5  0.19791 -0.43286 -0.30514 0.11606 0.22766 0.03311 -0.11714 -0.07075 0.03662 0.05706 0.00394 -0.03128 -0.01606 0.01103 0.01415 -0.00015 -0.00825 -0.00355 0.00321 0.00347
AlAmmonium  6.486  0.5  -0.16566 -0.26544 0.13299 0.03803 -0.05187 0.00484 0.01406 -0.00586 -0.00239 0.00251 -0.00007 -0.00073 0.00025 0.00014 -0.00012 -0.00000 0.00004 -0.00001 -0.00001 0.00001
AlAmmonium  6.976  0.5  0.02578 -0.48684 -0.03510 0.21968 0.02651 -0.09861 -0.01679 0.04403 0.00975 -0.01955 -0.00537 0.00863 0.00286 -0.00379 -0.00148 0.00165 0.00075 -0.00071 -0.00038 0.00031
AlAmmonium  7.147  0.5  0.01535 -0.39838 -0.01246 0.10766 0.00562 -0.02905 -0.00213 0.00782 0.00074 -0.00210 -0.00024 0.00056 0.00008 -0.00015 -0.00002 0.00004 0.00001 -0.00001 -0.00000 0.00000
AlAmmonium  6.573  0.5  0.01550 -0.12461 -0.00954 0.02518 0.00325 -0.00502 -0.00092 0.00099 0.00024 -0.00019 -0.00006 0.00004 0.00001 -0.00001 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
AlAmmonium  6.862  0.5  -0.06780 -0.19082 0.03526 0.02973 -0.00990 -0.00410 0.00226 0.00046 -0.00046 -0.00003 0.00008 -0.00001 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000
AlAdamantane  7.846  0.5  -0.11639 -0.15933 0.09350 0.01591 -0.03479 0.00757 0.00809 -0.00526 -0.00062 0.00186 -0.00048 -0.00041 0.00029 0.00002 -0.00010 0.00003 0.00002 -0.00002 -0.00000 0.00001
AlAdamantane  6.338  0.5  0.19360 -0.20275 -0.12172 0.00749 0.03343 0.01011 -0.00481 -0.00428 -0.00032 0.00097 0.00043 -0.00009 -0.00014 -0.00003 0.00003 0.00002 -0.00000 -0.00000 -0.00000 0.00000
AlAdamantane  7.461  0.5  -0.06843 -0.04400 0.01599 0.00064 -0.00164 0.00030 0.00009 -0.00005 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000
AlAdamantane  6.931  0.5  0.21993 -0.35408 -0.27554 0.04402 0.15638 0.05224 -0.05226 -0.05040 0.00190 0.02570 0.01121 -0.00735 -0.00899 -0.00063 0.00412 0.00226 -0.00096 -0.00157 -0.00027 0.00064
AlAdamantane  6.899  0.5  -0.27662 -0.27197 0.19784 -0.00275 -0.05785 0.02535 0.00651 -0.01032 0.00243 0.00205 -0.00159 0.00007 0.00045 -0.00021 -0.00004 0.00008 -0.00002 -0.00002 0.00001 -0.00000
AlAdamantane  7.037  0.5  0.03878 -0.16671 -0.01606 0.02222 0.00366 -0.00286 -0.00069 0.00036 0.00012 -0.00004 -0.00002 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000
AlAdamantane  7.407  0.5  0.10933 -0.14496 -0.06457 0.01434 0.01835 0.00190 -0.00356 -0.00141 0.00040 0.00042 0.00003 -0.00009 -0.00003 0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlAdamantane  6.844  0.5  0.02966 -0.30628 -0.04164 0.14041 0.03229 -0.06317 -0.02091 0.02785 0.01236 -0.01199 -0.00690 0.00502 0.00370 -0.00203 -0.00193 0.00078 0.00098 -0.00028 -0.00049 0.00009
AlAdamantane  6.182  0.5  -0.18800 -0.17432 0.12831 -0.00443 -0.03505 0.01619 0.00320 -0.00602 0.00164 0.00103 -0.00091 0.00009 0.00022 -0.00012 -0.00001 0.00004 -0.00001 -0.00001 0.00001 -0.00000
AlAdamantane  6.811  0.5  0.25866 -0.35038 -0.35592 -0.00889 0.19946 0.12303 -0.04199 -0.09559 -0.03236 0.03585 0.03980 0.00291 -0.02117 -0.01419 0.00379 0.01040 0.00397 -0.00363 -0.00443 -0.00053
AlAdamantane  7.925  0.5  0.05115 -0.05842 -0.01350 0.00357 0.00181 -0.00007 -0.00018 -0.00002 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000
AlAdamantane  6.449  0.5  0.34367 -0.70521 -0.53447 0.16648 0.39449 0.08667 -0.19280 -0.14180 0.04754 0.10625 0.02174 -0.05268 -0.03760 0.01353 0.02860 0.00542 -0.01438 -0.00996 0.00384 0.00770
AlAdamantane  6.993  0.5  -0.14427 -0.12564 0.07950 -0.00058 -0.01801 0.00679 0.00162 -0.00215 0.00043 0.00034 -0.00022 0.00000 0.00005 -0.00002 -0.00000 0.00001 -0.00000 -0.00000 0.00000 -0.00000
AlAdamantane  6.749  0.5  0.03282 -0.23534 -0.01697 0.03994 0.00486 -0.00668 -0.00116 0.00110 0.00025 -0.00018 -0.00005 0.00003 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000
AlAdamantane_R  6.217  0.5  -0.02370 -0.17563 0.00907 0.02215 -0.00192 -0.00277 0.00034 0.00034 -0.00006 -0.00004 0.00001 0.00001 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlAdamantane_R  7.498  0.5  0.18493 -0.07691 -0.07067 -0.01682 0.00620 0.00607 0.00152 -0.00050 -0.00052 -0.00014 0.00004 0.00004 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000
AlAdamantane_R  7.040  0.5  -0.10150 -0.23770 0.05295 0.03531 -0.01472 -0.00425 0.00328 0.00029 -0.00064 0.00004 0.00011 -0.00002 -0.00002 0.00001 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000
AlAdamantane_R  7.443  0.5  0.24471 -0.34553 -0.21212 0.03637 0.08496 0.01971 -0.02114 -0.01457 0.00163 0.00551 0.00152 -0.00128 -0.00099 0.00006 0.00035 0.00011 -0.00008 -0.00007 0.00000 0.00002
AlAdamantane_R  7.793  0.5  0.18640 -0.06106 -0.06039 -0.01653 0.00316 0.00434 0.00140 -0.00013 -0.00031 -0.00012 0.00000 0.00002 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000
AlAdamantane_R  6.833  0.5  -0.02047 -0.30367 0.01247 0.06141 -0.00422 -0.01237 0.00120 0.00248 -0.00031 -0.00050 0.00008 0.00010 -0.00002 -0.00002 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
AlAdamantane_R  6.248  0.5  -0.16423 -0.12489 0.07239 -0.00131 -0.01293 0.00460 0.00084 -0.00113 0.00023 0.00013 -0.00009 0.00000 0.00001 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000
AlAdamantane_R  6.276  0.5  0.03407 -0.07306 -0.01020 0.00656 0.00165 -0.00052 -0.00022 0.00003 0.00003 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
AlAdamantane_R  7.936  0.5  0.04411 -0.11501 -0.02088 0.01620 0.00532 -0.00200 -0.00110 0.00019 0.00020 -0.00001 -0.00003 -0.00000 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000
AlAdamantane_R  6.392  0.5  -0.24832 -0.35174 0.20533 0.03837 -0.07917 0.01619 0.01941 -0.01212 -0.00183 0.00452 -0.00104 -0.00107 0.00071 0.00008 -0.00026 0.00007 0.00006 -0.00004 -0.00000 0.00001
AlAdamantane_R  6.346  0.5  -0.24384 -0.21420 0.14318 -0.00291 -0.03409 0.01396 0.00297 -0.00459 0.00105 0.00072 -0.00054 0.00003 0.00012 -0.00005 -0.00001 0.00002 -0.00000 -0.00000 0.00000 -0.00000
AlAdamantane_R  7.971  0.5  0.09265 -0.51805 -0.11333 0.19845 0.07569 -0.07136 -0.04171 0.02356 0.02070 -0.00678 -0.00957 0.00143 0.00417 0.00001 -0.00173 -0.00025 0.00068 0.00020 -0.00025 -0.00012
AlAdamantane_R  6.601  0.5  0.31957 -0.38250 -0.39460 -0.03115 0.18990 0.12860 -0.02429 -0.08223 -0.03575 0.02230 0.03204 0.00715 -0.01269 -0.01127 0.00004 0.00597 0.00351 -0.00108 -0.00249 -0.00090
AlAdamantane_R  7.971  0.5  0.12628 -0.16023 -0.07453 0.01448 0.02090 0.00278 -0.00389 -0.00174 0.00037 0.00050 0.00006 -0.00009 -0.00004 0.00001 0.00001 0.00000 -0.00000 -0.00000 0.00000 0.00000
CuAg  7.490  0.5  -0.05778 -0.24929 0.06008 0.07896 -0.03386 -0.02266 0.01562 0.00556 -0.00643 -0.00095 0.00243 -0.00005 -0.00086 0.00015 0.00028 -0.00010 -0.00008 0.00005 0.00002 -0.00002
CuAg  7.324  0.5  0.11289 -0.52085 -0.11918 0.16926 0.06839 -0.05053 -0.03221 0.01331 0.01359 -0.00273 -0.00530 0.00018 0.00193 0.00023 -0.00066 -0.00018 0.00021 0.00010 -0.00006 -0.00004
CuAg  6.801  0.5  -0.11943 -0.10615 0.06579 0.00025 -0.01507 0.00542 0.00146 -0.00177 0.00031 0.00029 -0.00018 -0.00000 0.00004 -0.00001 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
CuAg  6.700  0.5  -0.00578 -0.06529 0.00164 0.00616 -0.00026 -0.00058 0.00003 0.00005 -0.00000 -0.00001 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000
CuAg  6.961  0.5  0.29814 -0.42725 -0.41010 0.00952 0.23714 0.12873 -0.06121 -0.10736 -0.02612 0.04590 0.04072 -0.00291 -0.02466 -0.01230 0.00698 0.01090 0.00222 -0.00490 -0.00403 0.00049
CuAg  7.283  0.5  0.12351 -0.17435 -0.06072 0.01800 0.01491 0.00005 -0.00267 -0.00060 0.00035 0.00018 -0.00002 -0.00004 -0.00000 0.00001 0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000
CuAg  7.529  0.5  0.17747 -0.12331 -0.05053 0.00181 0.00625 0.00132 -0.00039 -0.00025 -0.00002 0.00002 0.00001 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000
CuAg  7.845  0.5  -0.16558 -0.32950 0.12034 0.05766 -0.04487 -0.00451 0.01275 -0.00181 -0.00290 0.00115 0.00049 -0.00041 -0.00003 0.00011 -0.00002 -0.00003 0.00001 0.00000 -0.00000 -0.00000
